id,nombre,marca,codigo,ml_avg,costo,costo_flete,precio_prev,precio_nuevo,variacion_ars,margen_pct,estado
perfume-0498,Santana Bay,Bogart,911707,,49650,53622,75100,75100,0,40.1,objetivo
perfume-0499,Silver Aqua,Bogart,64065,,57925,62559,87600,87600,0,40.0,objetivo
perfume-0500,Silver Infinit,Bogart,980500,,43030,46472,65100,65100,0,40.1,objetivo
perfume-0501,Silver Intense,Bogart,15533,,8275,8937,12550,12550,0,40.4,objetivo
perfume-0502,Silver Intense,Bogart,121408,,36410,39322,55100,55100,0,40.1,objetivo
perfume-0503,Silver Midnight,Bogart,822673,,59580,64346,90100,90100,0,40.0,objetivo
perfume-0504,Silver Pure,Bogart,903438,,59580,64346,90100,90100,0,40.0,objetivo
perfume-0505,Silver Scent,Bogart,15511,,9930,10724,15050,15050,0,40.3,objetivo
perfume-0506,Silver Scent Deep,Bogart,717597,,39720,42897,60100,60100,0,40.1,objetivo
perfume-0507,Silver Scent,Bogart,12091,,26463,28580,40050,40050,0,40.1,objetivo
perfume-0508,N.9 Bleecker Street,Bond,997811,,728200,786456,1101050,1101050,0,40.0,objetivo
perfume-0509,N.9 Central Park,Bond,987955,,521325,563031,788250,788250,0,40.0,objetivo
perfume-0510,N.9 Chez,Bond,987966,,496500,536220,750750,750750,0,40.0,objetivo
perfume-0511,N.9 Chinatown,Bond,987977,,529600,571968,800800,800800,0,40.0,objetivo
perfume-0512,N.9 Gold Coast,Bond,987988,,595800,643464,900850,900850,0,40.0,objetivo
perfume-0513,N.9 Hamptons,Bond,997877,,579250,625590,875850,875850,0,40.0,objetivo
perfume-0514,N.9 Madison Avenue,Bond,987999,,595800,643464,900850,900850,0,40.0,objetivo
perfume-0515,N.9 New York Nights,Bond,997923,,612350,661338,925900,925900,0,40.0,objetivo
perfume-0516,N.9 Nuits Noho,Bond,997912,,546150,589842,825800,825800,0,40.0,objetivo
perfume-0517,N.9 Perfumista Avenue,Bond,988003,,479950,518346,725700,725700,0,40.0,objetivo
perfume-0518,N.9 Scent Of Peace,Bond,997934,,579250,625590,875850,875850,0,40.0,objetivo
perfume-0519,N.9 Spring Fling,Bond,988014,,562700,607716,850850,850850,0,40.0,objetivo
perfume-0520,N.9 Tribeca,Bond,997956,,761300,822204,1151100,1151100,0,40.0,objetivo
perfume-0521,N.9 Wall Street,Bond,988025,,562700,607716,850850,850850,0,40.0,objetivo
perfume-0522,Dirty Heaven,Borntostandout,214602,,347550,375354,525500,525500,0,40.0,objetivo
perfume-0523,Dirty Rice,Borntostandout,214680,,296228,319926,447900,447900,0,40.0,objetivo
perfume-0524,Drunk Maple,Borntostandout,214646,,296228,319926,447900,447900,0,40.0,objetivo
perfume-0525,Fig Porn,Borntostandout,214657,,347550,375354,525500,525500,0,40.0,objetivo
perfume-0526,Indecent Cherry,Borntostandout,214624,,347550,375354,525500,525500,0,40.0,objetivo
perfume-0527,L'animal,Borntostandout,214668,,296228,319926,447900,447900,0,40.0,objetivo
perfume-0528,Naked Laundry,Borntostandout,214613,,296228,319926,447900,447900,0,40.0,objetivo
perfume-0529,Sin & Pleasure,Borntostandout,214679,,347550,375354,525500,525500,0,40.0,objetivo
perfume-0530,Sugar Addict,Borntostandout,214635,,347550,375354,525500,525500,0,40.0,objetivo
perfume-0531,Essence A.,Bottega,882152,,173775,187677,262750,262750,0,40.0,objetivo
perfume-0532,Illusione,Bottega,967303,,173775,187677,262750,262750,0,40.0,objetivo
perfume-0533,Pour,Bottega,882141,,148950,160866,225250,225250,0,40.0,objetivo
perfume-0534,BOUCHERON EDP F 100ML,Boucheron,867717,,99300,107244,150150,150150,0,40.0,objetivo
perfume-0535,BOUCHERON EDP M 100ML,Boucheron,748871,,74475,80433,112650,112650,0,40.1,objetivo
perfume-0536,BOUCHERON EDT F 100ML,Boucheron,171244,,91025,98307,137650,137650,0,40.0,objetivo
perfume-0537,BOUCHERON EDT M 100ML,Boucheron,70635,,52960,57196,80100,80100,0,40.0,objetivo
perfume-0538,Feve Tonka de Canaima,Boucheron,16387,,248250,268110,375400,375400,0,40.0,objetivo
perfume-0539,Fleurs,Boucheron,988686,,92680,100094,140150,140150,0,40.0,objetivo
perfume-0540,Iris de Syracuse,Boucheron,16398,,248250,268110,375400,375400,0,40.0,objetivo
perfume-0541,Jaipur Bouquet,Boucheron,2428,,91025,98307,137650,137650,0,40.0,objetivo
perfume-0542,Jaipur,Boucheron,43960,,62890,67921,95100,95100,0,40.0,objetivo
perfume-0543,Oud de Carthage,Boucheron,16411,,248250,268110,375400,375400,0,40.0,objetivo
perfume-0544,Patchouli Angkor,Boucheron,16422,,248250,268110,375400,375400,0,40.0,objetivo
perfume-0545,Place Vendome,Boucheron,689752,,66200,71496,100100,100100,0,40.0,objetivo
perfume-0546,Quatre Absolu Nuit,Boucheron,815260,,81095,87582,122650,122650,0,40.0,objetivo
perfume-0547,Quatre,Boucheron,726665,,69510,75070,105100,105100,0,40.0,objetivo
perfume-0548,Quatre En Bleu,Boucheron,18907,,99300,107244,150150,150150,0,40.0,objetivo
perfume-0549,Quatre Iconic,Boucheron,6432,,99300,107244,150150,150150,0,40.0,objetivo
perfume-0550,Quatre Intense,Boucheron,768403,,117505,126905,177700,177700,0,40.0,objetivo
perfume-0551,Rose Isparta,Boucheron,16433,,248250,268110,375400,375400,0,40.0,objetivo
perfume-0552,Singulier,Boucheron,43971,,97645,105456,147650,147650,0,40.0,objetivo
perfume-0553,Eme,Boulevard,13654,,36410,39322,55100,55100,0,40.1,objetivo
perfume-0554,Baron Haussmann,Boulevard,31867,,36410,39322,55100,55100,0,40.1,objetivo
perfume-0555,Champ Mars,Boulevard,13711,,36410,39322,55100,55100,0,40.1,objetivo
perfume-0556,Haussmann,Boulevard,13687,,36410,39322,55100,55100,0,40.1,objetivo
perfume-0557,Jour & Nuit,Boulevard,13722,,36410,39322,55100,55100,0,40.1,objetivo
perfume-0558,Montmartre 10oml,Boulevard,13700,,36410,39322,55100,55100,0,40.1,objetivo
perfume-0559,Notre Dame,Boulevard,13665,,36410,39322,55100,55100,0,40.1,objetivo
perfume-0560,Palais Royal,Boulevard,13698,,36410,39322,55100,55100,0,40.1,objetivo
perfume-0561,Pont Marie,Boulevard,13676,,36410,39322,55100,55100,0,40.1,objetivo
perfume-0562,Port Royal,Boulevard,121665,,36410,39322,55100,55100,0,40.1,objetivo
perfume-0563,Voltaire,Boulevard,31890,,36410,39322,55100,55100,0,40.1,objetivo
perfume-0564,Colections #138 Love Love,Brand,870575,,7448,8043,11300,11300,0,40.5,objetivo
perfume-0565,Collections #161 Bvlg Come Black,Brand,58270,,7448,8043,11300,11300,0,40.5,objetivo
perfume-0566,Collections #240 Classic Girl,Brand,58371,,7448,8043,11300,11300,0,40.5,objetivo
perfume-0567,Collections #402 Grama Pura,Brand,58440,,7448,8043,11300,11300,0,40.5,objetivo
perfume-0568,Khamrah,Lattafa,43444,185000,33100,35748,44680,50050,5370,40.0,ok
perfume-0569,Khamrah Qahwa,Lattafa,68339,,33100,35748,44680,50050,5370,40.0,objetivo
perfume-0570,Yara,Lattafa,26243,,36410,39322,55850,55100,-750,40.1,objetivo
perfume-0571,Asad,Lattafa,26300,,38065,41110,53616,57600,3984,40.1,objetivo
perfume-0572,Oud Mood,Lattafa,23027,,19860,21448,26808,30050,3242,40.1,objetivo
perfume-0573,Velvet Oud,Lattafa,15779,,19860,21448,26808,30050,3242,40.1,objetivo
perfume-0574,Qaed Al Fursan,Lattafa,43321,,23170,25023,31276,35050,3774,40.1,objetivo
perfume-0575,Amber Oud Gold Edition,Al Haramain,2350,,72820,78645,98296,110150,11854,40.1,objetivo
perfume-0576,L'Aventure Knight,Al Haramain,847489,,49650,53622,67020,75100,8080,40.1,objetivo
perfume-0577,9PM,Afnan,971981,,38065,41110,51382,57600,6218,40.1,objetivo
perfume-0578,Hawas,Rasasi,107490,61000,36410,39322,49148,55100,5952,40.1,ok
perfume-0579,Club de Nuit Intense Man,Armaf,254538,130000,79440,85795,107232,120150,12918,40.0,ok
perfume-0580,Club de Nuit Untold,Armaf,23464,,54615,58984,73722,82600,8878,40.0,objetivo
perfume-0581,Club de Nuit Sillage,Armaf,943295,,49650,53622,67020,75100,8080,40.1,objetivo
perfume-0582,Sauvage,Dior,886986,,178740,193039,241272,270300,29028,40.0,objetivo
perfume-0583,Y Le Parfum,Yves Saint Laurent,60937,370000,201910,218062,272548,305300,32752,40.0,ok
perfume-0584,MYSLF,Yves Saint Laurent,56640,335000,178740,193039,241272,270300,29028,40.0,ok
perfume-0585,Libre,Yves Saint Laurent,920279,299000,178740,193039,256910,270300,13390,40.0,ok
perfume-0586,Black Opium,Yves Saint Laurent,714493,226065,178740,193039,245740,241300,-4440,25.0,proteg
perfume-0587,Good Girl,Carolina Herrera,887381,219000,142330,153716,192124,212450,20326,38.2,cap
perfume-0588,Eros,Versace,882556,,115850,125118,156380,175200,18820,40.0,objetivo
perfume-0589,Dylan Blue,Versace,889653,,79423,85776,107210,120100,12890,40.0,objetivo
perfume-0590,1 Million,Paco Rabanne,905686,,92680,100094,125104,140150,15046,40.0,objetivo
perfume-0591,Le Male Elixir,Jean Paul Gaultier,45187,,162190,175165,218932,245250,26318,40.0,objetivo
perfume-0592,Man in Black,Bvlgari,897742,,157225,169803,212230,237750,25520,40.0,objetivo
perfume-0593,The One,Dolce & Gabbana,705774,,102610,110818,138508,155150,16642,40.0,objetivo
perfume-0594,Invictus,Paco Rabanne,205029,,16550,17874,14895,25050,10155,40.1,objetivo
perfume-0595,Sauvage,Dior,886336,300000,148950,160866,148950,225250,76300,40.0,ok
perfume-0596,Sauvage,Dior,734440,,135710,146566,135710,205200,69490,40.0,objetivo
perfume-0597,9PM Night Out,Afnan,235862,,69510,75070,69510,105100,35590,40.0,objetivo
perfume-0598,9PM,Afnan,216288,,52960,57196,52960,80100,27140,40.0,objetivo
perfume-0599,9PM Elixir,Afnan,209640,,49650,53622,49650,75100,25450,40.1,objetivo
perfume-0600,Just Lychee,Fragrance World,97936,,28135,30385,28135,42550,14415,40.0,objetivo
perfume-0601,Fierte,Fragrance World,199210,,62890,67921,62890,95100,32210,40.0,objetivo
perfume-0602,Meringue,French Avenue,200518,,46340,50047,50929,70100,19171,40.1,objetivo
perfume-0603,Libre Le Parfum,Yves Saint Laurent,60948,,208530,225212,208530,315300,106770,40.0,objetivo
perfume-0604,Libre Flowers & Flames,Yves Saint Laurent,204465,299000,191980,207338,191980,290050,98070,39.9,cap
perfume-0605,Libre EDP Intense,Yves Saint Laurent,60960,300000,155570,168015,155570,235250,79680,40.0,ok
perfume-0606,J'adore,Dior,905508,460000,168810,182314,168810,255250,86440,40.0,ok
perfume-0607,J'adore,Dior,900940,,162190,175165,162190,245250,83060,40.0,objetivo
perfume-0608,Good Girl Jasmine Absolute,Carolina Herrera,251254,,135710,146566,135710,205200,69490,40.0,objetivo
perfume-0609,Good Girl Very,Carolina Herrera,252648,,139020,150141,139020,210200,71180,40.0,objetivo
perfume-0610,La Bomba,Carolina Herrera,220597,,158880,171590,157560,240250,82690,40.0,objetivo
